Réf. Waytex;Description;CodeBarre;Prix Public H.T;Tarif Rev1;REM;Tarif Rev2;Sorecop;Deee
34204;Jarretière optique multimode OM1 62.5/125 duplex Zipp orange ST/ST 10.00m;3700616810334;26,00 €;8,50 €;10;7,65 €;;0,02 €
34220;Jarretière optique multimode OM1 62.5/125 duplex Zipp orange SC/SC 1.00m;3700616810341;13,70 €;5,50 €;10;4,95 €;;0,02 €
34221;Jarretière optique multimode OM1 62.5/125 duplex Zipp orange SC/SC 2.00m;3700616810358;14,60 €;5,80 €;10;5,22 €;;0,02 €
34222;Jarretière optique multimode OM1 62.5/125 duplex Zipp orange SC/SC 3.00m;3700616810365;16,70 €;6,20 €;10;5,58 €;;0,02 €
34223;Jarretière optique multimode OM1 62.5/125 duplex Zipp orange SC/SC 5.00m;3700616810372;19,90 €;6,70 €;10;6,03 €;;0,02 €
34224;Jarretière optique multimode OM1 62.5/125 duplex Zipp orange SC/SC 10.00m;3700616810389;27,20 €;8,50 €;10;7,65 €;;0,02 €
34260;Jarretière optique multimode OM1 62.5/125 duplex Zipp orange ST/SC 1.00m;3700616810440;13,40 €;5,50 €;10;4,95 €;;0,02 €
34261;Jarretière optique multimode OM1 62.5/125 duplex Zipp orange ST/SC 2.00m;3700616810198;15,30 €;5,80 €;10;5,22 €;;0,02 €
34262;Jarretière optique multimode OM1 62.5/125 duplex Zipp orange ST/SC 3.00m;3700616810204;17,80 €;6,20 €;10;5,58 €;;0,02 €
34263;Jarretière optique multimode OM1 62.5/125 duplex Zipp orange ST/SC 5.00m;3700616810211;19,60 €;6,70 €;10;6,03 €;;0,02 €
34264;Jarretière optique multimode OM1 62.5/125 duplex Zipp orange ST/SC 10.00m;3700616810228;24,00 €;8,50 €;10;7,65 €;;0,02 €
34400;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/ST 1.00m;3700616810600;12,00 €;4,80 €;10;4,32 €;;0,02 €
34401;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/ST 2.00m;3700616810617;14,30 €;5,20 €;10;4,68 €;;0,02 €
34402;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/ST 3.00m;3700616810624;16,90 €;5,50 €;10;4,95 €;;0,02 €
34403;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/ST 5.00m;3700616810631;20,80 €;5,90 €;10;5,31 €;;0,02 €
34404;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/ST 10.00m;3700616810648;24,20 €;7,30 €;10;6,57 €;;0,02 €
34420;Jarretière optique multimode OM2 50/125 duplex Zipp orange SC/SC 1.00m;3700616810655;14,40 €;4,80 €;10;4,32 €;;0,02 €
34421;Jarretière optique multimode OM2 50/125 duplex Zipp orange SC/SC 2.00m;3700616810662;15,40 €;5,20 €;10;4,68 €;;0,02 €
34422;Jarretière optique multimode OM2 50/125 duplex Zipp orange SC/SC 3.00m;3700616810679;17,50 €;5,50 €;10;4,95 €;;0,02 €
34423;Jarretière optique multimode OM2 50/125 duplex Zipp orange SC/SC 5.00m;3700616810686;20,70 €;5,90 €;10;5,31 €;;0,02 €
34424;Jarretière optique multimode OM2 50/125 duplex Zipp orange SC/SC 10.00m;3700616810693;24,10 €;7,30 €;10;6,57 €;;0,02 €
34425;Jarretière optique multimode OM2 50/125 duplex Zipp orange SC/SC 20.00m;3700616810709;30,30 €;13,50 €;10;12,15 €;;0,02 €
34426;Jarretière optique multimode OM2 50/125 duplex Zipp orange SC/SC 15.00m;3700616810457;27,00 €;10,20 €;10;9,18 €;;0,02 €
34440;Jarretière optique multimode OM2 50/125 duplex Zipp orange LC/LC 1.00m;3700616810464;23,80 €;4,80 €;10;4,32 €;;0,02 €
34441;Jarretière optique multimode OM2 50/125 duplex Zipp orange LC/LC 2.00m;3700616810471;25,10 €;5,20 €;10;4,68 €;;0,02 €
34442;Jarretière optique multimode OM2 50/125 duplex Zipp orange LC/LC 3.00m;3700616810488;27,40 €;5,50 €;10;4,95 €;;0,02 €
34443;Jarretière optique multimode OM2 50/125 duplex Zipp orange LC/LC 5.00m;3700616810495;28,90 €;5,90 €;10;5,31 €;;0,02 €
34444;Jarretière optique multimode OM2 50/125 duplex Zipp orange LC/LC 10.00m;3700616810501;34,90 €;7,30 €;10;6,57 €;;0,02 €
34445;Jarretière optique multimode OM2 50/125 duplex Zipp orange LC/LC 20.00m;3700616810518;41,00 €;13,50 €;10;12,15 €;;0,02 €
34447;Jarretière optique multimode OM2 50/125 duplex Zipp orange LC/LC 15.00m;3700616810532;38,30 €;10,20 €;10;9,18 €;;0,02 €
34460;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/SC 1.00m;3700616810549;14,10 €;4,80 €;10;4,32 €;;0,02 €
34461;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/SC 2.00m;3700616810556;16,00 €;5,20 €;10;4,68 €;;0,02 €
34462;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/SC 3.00m;3700616810563;18,60 €;5,50 €;10;4,95 €;;0,02 €
34463;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/SC 5.00m;3700616810570;20,30 €;5,90 €;10;5,31 €;;0,02 €
34464;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/SC 10.00m;3700616810846;23,60 €;7,30 €;10;6,57 €;;0,02 €
34480;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/LC 1.00m;3700616810853;23,10 €;4,80 €;10;4,32 €;;0,02 €
34481;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/LC 2.00m;3700616810860;25,20 €;5,20 €;10;4,68 €;;0,02 €
34482;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/LC 3.00m;3700616810877;27,90 €;5,50 €;10;4,95 €;;0,02 €
34483;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/LC 5.00m;3700616810884;31,00 €;5,90 €;10;5,31 €;;0,02 €
34484;Jarretière optique multimode OM2 50/125 duplex Zipp orange ST/LC 10.00m;3700616810716;34,80 €;7,30 €;10;6,57 €;;0,02 €
34500;Jarretière optique multimode OM2 50/125 duplex Zipp orange SC/LC 1.00m;3700616810730;23,20 €;4,80 €;10;4,32 €;;0,02 €
34501;Jarretière optique multimode OM2 50/125 duplex Zipp orange SC/LC 2.00m;3700616810747;24,20 €;5,20 €;10;4,68 €;;0,02 €
34502;Jarretière optique multimode OM2 50/125 duplex Zipp orange SC/LC 3.00m;3700616810754;26,20 €;5,50 €;10;4,95 €;;0,02 €
34503;Jarretière optique multimode OM2 50/125 duplex Zipp orange SC/LC 5.00m;3700616810761;29,50 €;5,90 €;10;5,31 €;;0,02 €
34504;Jarretière optique multimode OM2 50/125 duplex Zipp orange SC/LC 10.00m;3700616810778;33,70 €;7,30 €;10;6,57 €;;0,02 €
34600;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/ST 1.00m;3700616810808;16,40 €;4,80 €;10;4,32 €;;0,02 €
34601;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/ST 2.00m;3700616810815;16,90 €;5,20 €;10;4,68 €;;0,02 €
34602;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/ST 3.00m;3700616810822;19,00 €;5,60 €;10;5,04 €;;0,02 €
34603;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/ST 5.00m;3700616810839;23,40 €;6,00 €;10;5,40 €;;0,02 €
34604;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/ST 10.00m;3700616815537;27,70 €;8,00 €;10;7,20 €;;0,02 €
34620;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/SC 1.00m;3700616809253;16,00 €;4,80 €;10;4,32 €;;0,02 €
34621;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/SC 2.00m;3700616809260;17,10 €;5,20 €;10;4,68 €;;0,02 €
34622;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/SC 3.00m;3700616809277;19,40 €;5,60 €;10;5,04 €;;0,02 €
34623;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/SC 5.00m;3700616810891;23,00 €;6,00 €;10;5,40 €;;0,02 €
34624;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/SC 10.00m;3700616810907;26,80 €;8,00 €;10;7,20 €;;0,02 €
34625;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/SC 15.00m;3700616810914;30,00 €;11,00 €;10;9,90 €;;0,02 €
34626;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/SC 20.00m;3700616810921;33,60 €;13,50 €;10;12,15 €;;0,02 €
34640;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise LC/LC 1.00m;3700616810938;26,10 €;4,80 €;10;4,32 €;;0,02 €
34641;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise LC/LC 2.00m;3700616810945;27,90 €;5,20 €;10;4,68 €;;0,02 €
34642;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise LC/LC 3.00m;3700616810952;30,50 €;5,60 €;10;5,04 €;;0,02 €
34643;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise LC/LC 5.00m;3700616810969;32,10 €;6,00 €;10;5,40 €;;0,02 €
34644;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise LC/LC 10.00m;3700616810976;38,80 €;8,00 €;10;7,20 €;;0,02 €
34645;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise LC/LC 15.00m;3700616810983;42,50 €;11,00 €;10;9,90 €;;0,02 €
34646;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise LC/LC 20.00m;3700616810990;45,50 €;13,50 €;10;12,15 €;;0,02 €
34660;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/SC 1.00m;3700616811041;16,40 €;4,80 €;10;4,32 €;;0,02 €
34661;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/SC 2.00m;3700616811058;16,90 €;5,20 €;10;4,68 €;;0,02 €
34662;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/SC 3.00m;3700616811065;19,00 €;5,60 €;10;5,04 €;;0,02 €
34663;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/SC 5.00m;3700616811072;23,40 €;6,00 €;10;5,40 €;;0,02 €
34664;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/SC 10.00m;3700616811089;27,70 €;8,00 €;10;7,20 €;;0,02 €
34680;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/LC 1.00m;3700616811096;27,00 €;4,80 €;10;4,32 €;;0,02 €
34681;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/LC 2.00m;3700616811102;28,80 €;5,20 €;10;4,68 €;;0,02 €
34682;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/LC 3.00m;3700616811119;30,80 €;5,60 €;10;5,04 €;;0,02 €
34683;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/LC 5.00m;3700616811126;34,70 €;6,00 €;10;5,40 €;;0,02 €
34684;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise ST/LC 10.00m;3700616811133;37,20 €;8,00 €;10;7,20 €;;0,02 €
34700;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/LC 1.00m;3700616811140;25,80 €;4,80 €;10;4,32 €;;0,02 €
34701;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/LC 2.00m;3700616811157;27,00 €;5,20 €;10;4,68 €;;0,02 €
34702;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/LC 3.00m;3700616811164;29,10 €;5,60 €;10;5,04 €;;0,02 €
34703;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/LC 5.00m;3700616811171;32,80 €;6,00 €;10;5,40 €;;0,02 €
34704;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/LC 10.00m;3700616811188;36,50 €;8,00 €;10;7,20 €;;0,02 €
34705;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/LC 15.00m;3700616811195;41,10 €;11,00 €;10;9,90 €;;0,02 €
34706;Jarretière optique multimode OM3 50/125 duplex Zipp aqua turquoise SC/LC 20.00m;3700616811201;44,10 €;13,50 €;10;12,15 €;;0,02 €
34780;Convertisseur fibre 10/100 Multimode Duplex SC 2km;3700616811218;29,00 €;21,00 €;10;18,90 €;;
34781;Convertisseur fibre 10/100/1000 Multimode Duplex SC 550m;3700616811225;63,00 €;44,00 €;10;39,60 €;;
34782;Convertisseur fibre 10/100 Monomode Duplex SC 20km;3700616811232;29,00 €;21,00 €;10;18,90 €;;
34783;Convertisseur fibre 10/100/1000 Monomode Duplex SC 20km;3700616811249;63,00 €;44,00 €;10;39,60 €;;
34790;Module Mini-GBIC Multimode 1000SX;3700616811256;35,20 €;18,00 €;10;16,20 €;;
34791;Module Mini-GBIC Monomode 1000LX;3700616811263;44,20 €;19,00 €;10;17,10 €;;
34795;Convertisseur RJ45 à module Mini-GBIC;3700616811270;57,00 €;35,00 €;10;31,50 €;;
34800;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/SC 1.00m;3700616811287;17,90 €;5,20 €;10;4,68 €;;0,02 €
34801;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/SC 2.00m;3700616811294;19,20 €;6,10 €;10;5,49 €;;0,02 €
34802;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/SC 3.00m;3700616811300;22,30 €;7,00 €;10;6,30 €;;0,02 €
34803;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/SC 5.00m;3700616811317;26,40 €;8,10 €;10;7,29 €;;0,02 €
34804;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/SC 10.00m;3700616811324;30,80 €;11,50 €;10;10,35 €;;0,02 €
34805;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/SC 15.00m;3700616811331;39,60 €;15,90 €;10;14,31 €;;0,02 €
34806;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/SC 20.00m;3700616811348;47,60 €;19,90 €;10;17,91 €;;0,02 €
34810;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/LC 1.00m;3700616811355;29,70 €;5,20 €;10;4,68 €;;0,02 €
34811;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/LC 2.00m;3700616811362;31,00 €;6,10 €;10;5,49 €;;0,02 €
34812;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/LC 3.00m;3700616811379;33,50 €;7,00 €;10;6,30 €;;0,02 €
34813;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/LC 5.00m;3700616811386;37,70 €;8,10 €;10;7,29 €;;0,02 €
34814;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/LC 10.00m;3700616811393;42,00 €;11,50 €;10;10,35 €;;0,02 €
34815;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/LC 15.00m;3700616811409;47,20 €;15,90 €;10;14,31 €;;0,02 €
34816;Jarretière optique multimode OM4 50/125 duplex Zipp rose SC/LC 20.00m;3700616811416;50,70 €;19,90 €;10;17,91 €;;0,02 €
34820;Jarretière optique multimode OM4 50/125 duplex Zipp rose LC/LC 1.00m;3700616811423;17,90 €;5,20 €;10;4,68 €;;0,02 €
34821;Jarretière optique multimode OM4 50/125 duplex Zipp rose LC/LC 2.00m;3700616811430;19,20 €;6,10 €;10;5,49 €;;0,02 €
34822;Jarretière optique multimode OM4 50/125 duplex Zipp rose LC/LC 3.00m;3700616811447;22,30 €;7,00 €;10;6,30 €;;0,02 €
34823;Jarretière optique multimode OM4 50/125 duplex Zipp rose LC/LC 5.00m;3700616811454;26,40 €;8,10 €;10;7,29 €;;0,02 €
34824;Jarretière optique multimode OM4 50/125 duplex Zipp rose LC/LC 10.00m;3700616811461;30,80 €;11,50 €;10;10,35 €;;0,02 €
34826;Jarretière optique multimode OM4 50/125 duplex Zipp rose LC/LC 20.00m;3700616811485;47,60 €;19,90 €;10;17,91 €;;0,02 €
35040;Boîtier de jonction Cat.6 blindé;3700616811591;12,50 €;4,90 €;10;4,41 €;;
35045;Trappe de sol en alu arrivé alimentation 2p+t et réseau RJ45;3700616811713;35,00 €;19,00 €;10;17,10 €;;
35051;Eclateur de paires RJ45 M/F/F 100BT avec câble Cat. 5e non blindé;3700616800335;5,20 €;3,20 €;10;2,88 €;;0,02 €
35052;Eclateur de paires RJ45 M/F/F 100BT avec câble Cat. 5e blindé;3700616800342;6,90 €;4,20 €;10;3,78 €;;0,02 €
35053;Répartiteur téléphonique 4 voies 1 RJ45 mâle vers 4 RJ45 Femelle câblage 4-5;3700616811492;31,00 €;8,00 €;10;7,20 €;;0,02 €
35054;Doubleur téléphonique RJ45 - câblage 4-5-->4-5 / 7-8-->4-5;3700616817463;13,00 €;4,90 €;10;4,41 €;;0,02 €
35055;Doubleur téléphonique RJ45 - câblage 1-2-3-6-->1-2-3-6 / 4-5-7-8-->1-2-3-6;3700616817470;13,00 €;4,90 €;10;4,41 €;;0,02 €
35056;Doubleur téléphonique RJ45 - câblage 1-2-3-6-->1-2-3-6 / 4-5-->4-5;3700616817487;13,00 €;4,90 €;10;4,41 €;;0,02 €
35057;Doubleur téléphonique RJ45 - câblage full pin 1-2-3-4-5-6-7-8 / 1-2-3-4-5-6-7-8;3700616817494;13,00 €;4,90 €;10;4,41 €;;0,02 €
35058;Doubleur téléphonique RJ45 - câblage 1-2-3-6-->1-2-3-6 / 4-5-7-8--> 4-5-7-8;3700616817500;13,00 €;4,90 €;10;4,41 €;;0,02 €
35059;Doubleur téléphonique RJ45 - câblage 3-6-->4-5 / 4-5--> 4-5;3700616817517;13,00 €;4,90 €;10;4,41 €;;0,02 €
35060;Cordon adaptateur RJ45 mâle à Coax 9.5 mm 2.00m;3700616815520;10,00 €;5,00 €;10;4,50 €;;
35061;Cordon adaptateur RJ45 mâle à Coax 9.5 mm 3.00m;3700616815681;11,50 €;5,50 €;10;4,95 €;;
35062;Cordon adaptateur RJ45 mâle à Coax 9.5 mm 5.00m;3700616815698;15,00 €;6,40 €;10;5,76 €;;
35063;"Cordon adaptateur RJ45 mâle à Coax type ""F"" 2.00m";3700616815704;13,30 €;5,50 €;10;4,95 €;;
35065;"Cordon adaptateur RJ45 mâle à Coax type ""F"" 5.00m";3700616815728;20,00 €;7,50 €;10;6,75 €;;
36100;Bobine de câble plat 4 conducteurs RJ11 100.00m noire;3700616805415;26,00 €;13,00 €;10;11,70 €;;
36101;Bobine de câble plat 4 conducteurs RJ11 100.00m beige;3700616815674;26,00 €;13,00 €;10;11,70 €;;
36102;Bobine de câble plat 6 conducteurs RJ12 100.00m noire;3700616815933;38,00 €;16,00 €;10;14,40 €;;
36104;Bobine de câble plat 8 conducteurs RJ45 100.00m noire;3700616815940;58,00 €;24,00 €;10;21,60 €;;
36221;Câble monobrin FTP Cat. 5e bobine de 100.00m;6934808890737;50,00 €;25,00 €;10;22,50 €;;
36411;Câble monobrin FTP Cat. 6 bobine de 50.00m;3700616806535;50,00 €;16,00 €;10;14,40 €;;
36413;Câble monobrin FTP Cat. 6 bobine de 305.00m;3700616805385;220,00 €;100,00 €;10;90,00 €;;
36414;Câble monobrin FTP LSZH Cat. 6 Touret de 500.00m;3700616818774;380,00 €;190,00 €;5;180,50 €;;
36417;Câble monobrin FTP LSZH Cat. 6 bobine de 305.00m;3700616818781;220,00 €;120,00 €;5;114,00 €;;
36420;Câble multibrin FTP Cat. 6 beige bobine de 100.00m;3700616807822;90,00 €;39,00 €;10;35,10 €;;
36421;Câble multibrin FTP Cat. 6 bleu bobine de 100.00m;3700616807839;90,00 €;49,00 €;10;44,10 €;;
36422;Câble multibrin FTP Cat. 6 jaune bobine de 100.00m;3700616807846;90,00 €;49,00 €;10;44,10 €;;
36423;Câble multibrin FTP Cat. 6 rouge bobine de 100.00m;3700616807853;90,00 €;49,00 €;10;44,10 €;;
36424;Câble multibrin FTP Cat. 6 vert bobine de 100.00m;3700616807860;90,00 €;49,00 €;10;44,10 €;;
36500;Jarretière téléphonique 2 fils cuivre rouge/blanc touret plastique 100m;3700616812659;25,00 €;13,00 €;10;11,70 €;;
36501;Jarretière téléphonique 2 fils cuivre bleu/blanc touret plastique 100m;3700616812666;25,00 €;13,00 €;10;11,70 €;;
36502;Jarretière téléphonique 2 fils cuivre bleu/rouge touret plastique 100m;3700616812673;25,00 €;13,00 €;10;11,70 €;;
36503;Jarretière téléphonique 2 fils cuivre noir/blanc touret plastique 100m;3700616812680;25,00 €;13,00 €;10;11,70 €;;
36504;Jarretière téléphonique 2 fils cuivre vert/blanc touret plastique 100m;3700616812697;25,00 €;13,00 €;10;11,70 €;;
36505;Jarretière téléphonique 2 fils cuivre jaune/noir touret plastique 100m;3700616812703;25,00 €;13,00 €;10;11,70 €;;
36506;Jarretière téléphonique 2 fils cuivre jaune/blanc touret plastique 100m;3700616812833;25,00 €;13,00 €;10;11,70 €;;
36507;Jarretière téléphonique 2 fils cuivre noir/rouge touret plastique 100m;3700616812710;25,00 €;13,00 €;10;11,70 €;;
36508;Jarretière téléphonique 2 fils cuivre noir/orange touret plastique 100m;3700616812727;25,00 €;13,00 €;10;11,70 €;;
36509;Jarretière téléphonique 2 fils cuivre jaune/rouge touret plastique 100m;3700616812734;25,00 €;13,00 €;10;11,70 €;;
36510;Jarretière téléphonique 2 fils cuivre jaune/bleu touret plastique 100m;3700616813717;25,00 €;13,00 €;10;11,70 €;;
36520;Jarretière téléphonique 2 fils cuivre rouge/blanc touret 500m;3700616812741;125,00 €;61,00 €;10;54,90 €;;
36522;Jarretière téléphonique 2 fils cuivre bleu/rouge touret 500m;3700616812765;125,00 €;61,00 €;10;54,90 €;;
36530;Jarretière téléphonique 2 fils cuivre rouge/blanc touret 1000m;3700616812772;230,00 €;115,00 €;10;103,50 €;;
36531;Jarretière téléphonique 2 fils cuivre bleu/blanc touret 1000m;3700616812789;230,00 €;115,00 €;10;103,50 €;;
36532;Jarretière téléphonique 2 fils cuivre bleu/rouge touret 1000m;3700616812796;230,00 €;115,00 €;10;103,50 €;;
36533;Jarretière téléphonique 2 fils cuivre noir/orange touret 1000m;3700616812802;230,00 €;115,00 €;10;103,50 €;;
36534;Jarretière téléphonique 2 fils cuivre noir/jaune touret 1000m;3700616812819;230,00 €;115,00 €;10;103,50 €;;
36535;Jarretière téléphonique 2 fils cuivre blanc/jaune touret 1000m;3700616812826;230,00 €;115,00 €;10;103,50 €;;
37101;Connecteur RJ45 Cat 5e non blindé sachet de 10;3700616819009;3,00 €;1,50 €;10;1,35 €;;
37102;Connecteur RJ45 Cat. 5e non blindé sachet de 50;3700616801523;8,00 €;4,00 €;10;3,60 €;;
37103;Connecteur RJ45 Cat. 5e non blindé sachet de 100;3700616811614;16,00 €;8,00 €;10;7,20 €;;
37104;Connecteur RJ45 Cat. 5e non blindé câble plat sachet de 100;3700616806191;16,00 €;8,00 €;10;7,20 €;;
37112;Connecteur RJ45 Cat. 6 blindé sachet de 10;3700616807815;7,20 €;2,80 €;10;2,52 €;;
37113;Connecteur RJ45 Cat. 6 blindé sachet de 100;3700616811621;65,00 €;25,00 €;10;22,50 €;;
37120;Connecteur RJ45 Cat. 5e non blindé spécial tous câbles sachet de 100;3700616814493;19,00 €;9,00 €;10;8,10 €;;
37121;Connecteur RJ45 Cat. 6 non blindé avec insert spécial tous câbles sachet de 100;3700616814509;22,00 €;14,00 €;10;12,60 €;;
37122;Connecteur RJ45 Cat. 6 non blindé spécial tous câbles sachet de 100;3700616814516;50,00 €;13,00 €;10;11,70 €;;
37123;Connecteur RJ45 Cat. 6 blindé spécial tous câbles sachet de 100;3700616814523;65,00 €;30,00 €;10;27,00 €;;
37125;Connecteur RJ45 Cat. 7  blindé spécial tous câbles sachet de 100;3700616817050;65,00 €;40,00 €;10;36,00 €;;
37151;Connecteur RJ45 Cat. 5e blindé sachet de 10;3700616801530;2,20 €;1,95 €;10;1,76 €;;
37152;Connecteur RJ45 Cat. 5e blindé sachet de 100;3700616811638;45,00 €;19,00 €;10;17,10 €;;
37162;Connecteur RJ45 Cat.6 non blindé sachet de 100;3700616811645;50,00 €;10,00 €;10;9,00 €;;
